,562,509,512,509,517,511,512,515,513,510,517,513,514,510,514,508,515,515,515,510,510,506,510,511,515,514,514,510,516,512,513,515,517,509,516,516,514,514,515,509,517,511,515,514,519,508,515,515,514,513,510,512,516,513,512,512,520,508,515,515,510,510,512,511,515,515,511,514,523,510,516,511,513,513,515,508,521,511,514,514,518,511,513,511,511,514,512,510,519,511,515,511,511,510,517,513,514,511,515,509,513,512,511,514,516,510,514,512,507,510,512,508,513,514,513,513,513,510,517,512,512,512,511,511,514,512,512,511,507,508,514,513,515,512,519,508,513,515,514,514,514,507,513,510,513,512,509,510,508,508,512,516,514,509,513,512,514,515,512,508,513,513,510,512,520,508,512,516,510,510,511,505,511,514,516,510,514,507,516,513,508,515,516,510,516,514,514,514,509,509,518,512,514,512,514,510,513,514,512,511,512,508,512,512,511,512,513,508,508,512,512,515,513,511,512,511,512,513,514,511,514,511,511,510,515,510,516,511,507,513,513,511,512,513,515,514,513,510,512,513,515,514,514,509,512,511,514,512,512,509,513,518,515,514,516,509,516,511,515,533,515,510,512,514,513,512,513,511,512,511,513,509,511,510,515,514,512,515,512,507,515,515,515,511,514,510,513,515,510,513,512,512,509,514,514,512,510,508,517,511,514,516,512,509,515,515,515,515,513,509,513,515,514,513,512,507,514,512,513,513,510,509,516,510,512,512,513,507,515,512,508,513,514,508,514,515,512,512,512,510,513,514,514,515,518,510,519,515,516,514,517,508,518,517,514,514,519,512,524,517,517,516,519,512,520,515,511,519,513,512,514,518,513,521,517,512,515,518,516,514,518,511,518,516,514,515,515,514,516,514,514,514,517,512,515,515,514,515,515,511,518,516,514,515,517,511,515,520,516,514,516,510,522,518,519,512,512,512,515,517,513,517,516,512,514,516,516,514,523,512,518,515,516,513,513,512,511,513,512,515,514,513,520,516,512,515,512,509,513,514,514,514,514,512,521,516,517,514,514,510,517,513,515,512,519,511,515,516,513,519,517,513,519,513,515,517,514,510,514,510,513,516,515,512,516,514,521,509,514,512,514,517,513,518,517,511,517,516,514,515,514,511,515,516,514,516,516,509,512,513,516,517,515,511,518,518,514,516,517,510,520,518,517,514,522,510,519,513,513,512,517,511,518,517,514,515,514,511,515,516,515,513,519,512,521,517,519,517,515,512,515,514,512,514,514,509,514,515,515,514,518,513,519,514,517,515,515,512,517,516,513,514,514,511,516,511,516,516,520,510,516,514,517,518,519,512,519,517,517,517,518,512,517,515,515,516,514,513,515,513,516,514,518,512,517,514,517,515,515,511,514,514,514,517,515,513,516,517,516,512,515,511,520,517,518,515,519,512,513,515,515,512,514,512,518,513,515,514,515,512,518,519,512,515,515,512,517,516,514,510,514,512,514,514,515,515,514,513,514,518,517,515,524,512,518,518,509,515,516,512,519,515,517,516,514,513,514,514,516,516,516,512,521,515,515,517,512,513,516,520,514,517,516,512,515,515,516,516,518,512,519,515,514,514,512,512,517,514,515,513,519,511,515,515,519,517,515,511,512,514,512,516,515,511,519,511,511,516,516,512,516,516,515,513,515,511,517,515,514,518,517,511,519,517,514,514,515,511,515,513,512,510,518,511,516,515,514,517,517,512,520,514,516,513,519,510,515,517,517,515,514,512,518,515,514,513,519,511,513,516,513,517,517,512,518,517,514,515,518,510,515,518,517,514,515,510,513,517,515,514,524,509,515,513,516,521,517,507,517,518,516,513,515,507,522,515,516,514,515,511,513,520,515,513,514,516,511,512,516,514,518,510,514,515,515,509,522,512,513,515,516,515,515,512,522,514,516,515,513,513,514,514,514,512,517,510,515,513,516,514,517,511,518,518,517,514,518,510,519,514,514,513,514,511,514,512,515,514,517,513,516,515,514,512,514,513,519,517,514,512,516,512,521,520,516,514,513,511,513,518,517,514,520,509,511,517,514,514,517,509,512,512,514,516,514,510,518,511,512,515,515,512,518,517,518,512,514,509,517,515,518,514,515,513,519,514,515,515,514,512,514,512,515,516,520,510,516,516,514,512,514,511,513,516,515,515,517,511,515,514,513,516,519,509,520,513,516,513,514,512,517,518,514,514,517,510,518,515,515,513,516,512,519,517,513,514,514,512,514,515,513,521,518,512,517,517,515,523,515,513,512,514,514,516,525,510,513,515,517,518,521,512,517,514,513,515,517,510,519,517,516,515,517,511,519,517,515,516,514,510,516,514,516,513,517,513,515,515,515,514,517,510,518,517,514,515,515,512,518,516,516,516,516,513,518,515,513,514,514,511,512,510,516,516,513,511,514,517,515,515,518,512,518,515,516,515,516,511,516,515,512,515,515,509,516,518,517,517,518,512,517,517,514,514,519,513,519,514,513,515,515,512,519,516,516,514,514,513,516,517,514,515,518,513,518,514,513,516,519,510,518,513,515,515,514,512,514,514,514,519,513,510,518,513,515,516,513,512,520,517,516,514,514,513,514,516,515,515,515,511,517,514,513,513,515,510,518,513,514,515,517,511,515,517,515,512,518,513,517,515,514,518,519,514,515,514,515,516,511,513,510,519,509,514,516,513,519,514,514,514,516,512,514,516,515,516,519,512,517,511,514,515,519,510,514,515,515,514,516,511,517,516,515,514,518,511,515,514,516,518,514,510,517,516,514,518,513,513,516,516,517,516,519,512,514,515,517,515,511,511,513,512,513,515,513,513,516,514,515,512,524,506,515,514,514,516,515,512,518,514,515,513,522,511,515,515,516,517,513,511,515,518,517,517,517,511,510,514,517,518,514,512,517,516,515,511,516,511,519,516,512,517,517,512,518,513,512,517,514,510,516,515,518,514,515,513,513,514,513,516,513,512,514,512,515,515,512,512,519,516,512,515,517,510,517,515,513,513,516,512,514,514,514,514,516,512,513,513,513,514,514,510,520,516,514,515,514,510,517,514,515,513,514,513,517,515,512,517,523,512,514,515,513,514,514,511,518,520,519,515,518,511,519,514,515,515,513,510,513,514,514,516,514,514,516,514,511,516,514,510,515,517,515,514,516,513,515,515,515,515,516,513,515,512,511,516,515,510,519,512,515,514,512,512,513,515,516,517,519,512,516,520,509,515,517,508,520,519,514,513,518,509,514,515,519,514,515,511,516,512,515,530,522,512,514,517,516,514,518,512,517,518,515,514,515,514,514,517,517,515,518,510,515,513,513,515,515,511,515,514,514,516,512,512,519,516,514,515,511,512,516,516,517,514,519,513,518,515,513,510,513,512,517,514,516,517,516,511,515,519
Average run time: 514 for 1500 testruns. 
