,1181,446,369,378,347,367,299,298,294,289,275,285,283,272,299
Average run time: 378 for 15 testruns. 
,1241,419,373,386,321,362,311,274,273,276,280,280,273,280,281
Average run time: 375 for 15 testruns. 
