,1484,579,530,531,545,490,471,512,461,463,465,459,459,463,465
Average run time: 558 for 15 testruns. 
,1149,484,433,435,378,448,361,356,351,356,387,365,370,358,361
Average run time: 439 for 15 testruns. 
